,ROMEO_PASTERNAK_SHAKESPEARE,HAMLET_RADLOVA_SHAKESPEARE,CLEOPATRA_PASTERNAK_SHAKESPEARE,OTHELLO_PASTERNAK_SHAKESPEARE,OTHELLO_LEITIN_SHAKESPEARE,KINGLEAR_PASTERNAK_SHAKESPEARE,KINGLEAR_SCHEPKINAKUPERNIK_SHAKESPEARE,HAMLET_PASTERNAK_SHAKESPEARE,CLEOPATRA_DONSKOY_SHAKESPEARE,KINGLEAR_KUZMIN_SHAKESPEARE,ROMEO_RADLOVA_SHAKESPEARE,HAMLET_LOZINSKIY_SHAKESPEARE,HAMLET_ROSSOV_SHAKESPEARE,OTHELLO_LOZINSKIY_SHAKESPEARE,OTHELLO_RADLOVA_SHAKESPEARE
NOUNИinanИfemnplurИablt,0.3028986180482408,1.312560678209043,0.6394526381018416,0.13462160802144044,-0.8750404521393619,-0.033655402005359956,-1.2115944721929626,1.9856687183162447,0.13462160802144044,-1.2115944721929626,0.6394526381018416,-0.37020942205896074,0.8077296481286419,-0.7067634421125615,-1.5481484922465634
VERBИimpfИtranplurИFIRSTperИpresИindc,-1.3887763900957613,2.727656622463531,-0.01663205257599708,-0.39085323553593276,-0.2661128412159542,-0.2661128412159542,-0.14137244689597564,0.6070699190238957,0.6070699190238957,-0.6403340241758898,-1.0145552071358255,0.3575891303839386,0.9812911019838314,-0.14137244689597564,-1.0145552071358255
ADJFfemnИsingИnomn,-0.15087818809316508,2.791246479723549,-0.8298300345124068,-0.6035127523726596,-1.056147316652154,-0.15087818809316508,-0.8298300345124068,0.07543909404658214,1.2070255047453182,0.07543909404658214,-0.37719547023291233,-0.8298300345124068,0.9807082226055711,-0.15087818809316508,-0.15087818809316508
NOUNИinanИmascplurИablt,-1.8068621493562103,-0.2906141918544956,-0.10108319716678128,0.08844779752093304,-0.6696761812299242,1.6046957550226477,0.27797879220864735,1.794226749710362,-0.6696761812299242,0.27797879220864735,0.8465717762717904,-0.6696761812299242,1.0361027709595048,-1.048738170605353,-0.6696761812299242
ADJFИAproinanИmascИsingИaccs,-2.4024225382969466,1.2700705138767303,0.8110088823550207,0.3519472508333111,0.5814780665941659,-0.33664519644925334,-0.5661760122101082,1.2700705138767303,0.12241643507245627,-0.7957068279709629,-1.4842992752535273,-0.10711438068839853,0.5814780665941659,0.3519472508333111,0.3519472508333111
VERBИimpfИintrplurИFIRSTperИpresИindc,-0.5983660736054126,1.4585173044131936,-0.22438727760202962,-0.7853554716071041,-0.4113766756037211,-0.7853554716071041,1.2715279064115022,-1.3463236656121784,-0.4113766756037211,1.0845385084098107,-0.03739787960033816,1.4585173044131936,1.0845385084098107,-0.4113766756037211,-1.3463236656121784
ADJFplurИnomn,-1.6000507597426974,0.3141203945507135,-0.8638310850144625,-0.8638310850144625,-0.5693432151231684,0.6086082644420076,1.6393158090615365,0.4613643294963605,0.9030961343333015,1.0503400692789484,-1.6000507597426974,-0.27485534523187444,0.9030961343333015,0.6086082644420076,-0.7165871500688155
ADJFИQualmascИsingИloct,-1.1667587440644398,0.8220345696817641,-1.2993449649808533,-1.1667587440644398,-0.7690000813151989,0.026517244183282624,0.9546207905981777,0.15910346509969622,-0.5038276394823717,-0.6364138603987853,0.6894483487653505,1.219793232431005,2.1478967788459,-0.10606897673313097,-0.37124141856595816
ADJFИQualmascИsingИgent,-1.7154550619738604,0.8577275309869304,-1.3195808169029695,-0.9237065718320787,0.26391616338059404,-0.13195808169029685,-0.7257694492966332,-0.3298952042257423,0.4618532859160395,0.4618532859160395,0.4618532859160395,0.8577275309869304,2.2432873887350486,-0.7257694492966332,0.26391616338059404
NPROИAnphsingИdatv,-1.698221536282247,0.7383571896879336,-1.0337000655631068,-0.36917859484396665,-1.2552072224694868,0.9598643465943137,0.5168500327815536,0.5168500327815536,1.624385817313454,0.5168500327815536,-1.2552072224694868,0.29534287587517355,1.1813715035006938,-0.14767143793758658,-0.5906857517503467
VERBИperfИintrplurИTHIRDperИfutrИindc,-1.3714104202516961,0.7276871617662061,-0.9515909038481156,-0.9515909038481156,-0.7416811456463254,0.5177774035644159,0.5177774035644159,-0.11195187104095476,1.9871457109769475,1.7772359527751571,0.09795788716083546,-0.11195187104095476,0.3078676453626257,-0.9515909038481156,-0.7416811456463254
NPROИneutsingИablt,-0.8705985495346875,1.899487744439318,-1.8599150830968323,0.3165812907398863,-0.8705985495346875,0.3165812907398863,-0.8705985495346875,0.7123079041647442,0.7123079041647442,-0.07914532268497165,-1.2663251629595453,1.3058978243020312,0.11871798402745731,0.3165812907398863,0.11871798402745731
NOUNИinanИneutsingИgentИAbbr,-0.6347003421227535,1.5150911392607667,-0.6347003421227535,-0.6347003421227535,-1.4024830140454392,1.0544215361071552,1.8222042080298408,-0.3275872733536792,0.9008650017226181,0.5937519329535438,-1.095369945276365,-0.02047420458460488,0.4401953985690066,-0.48114380773821636,-1.095369945276365
ADJFmascИsingИablt,-1.4433756729740645,0.7216878364870323,-0.8660254037844387,-0.5773502691896258,-0.7216878364870323,0.43301270189221935,-0.8660254037844387,0.5773502691896258,2.0207259421636903,-0.5773502691896258,-0.8660254037844387,0.8660254037844387,0.8660254037844387,1.1547005383792517,-0.7216878364870323
VERBИimpfИintrsingИFIRSTperИfutrИindc,-1.0884858206208168,0.07774898718720134,-0.8552388590592132,0.07774898718720134,-0.1554979743744023,0.310995948748805,-0.6219918974976095,-0.6219918974976095,-0.1554979743744023,0.310995948748805,1.9437246796800305,-0.1554979743744023,-1.554979743744024,0.310995948748805,2.176971641241634
ADJFИAproИSubxИAnphneutИsingИloct,-1.2350981500921525,0.6175490750460764,-1.3776094751027856,-0.8075641750602536,0.9025717250673424,1.4726170251098745,1.0450830500779753,-0.9500755000708866,-0.09500755000708858,0.4750377500354434,-0.6650528500496206,0.04750377500354442,1.7576396751311403,-0.8075641750602536,-0.3800302000283546
NPROИTHIRDperИAnphplurИgentИAfp,-0.8179528016167052,1.0991240771724473,0.7157087014146168,-0.62624511373779,0.3322933256567863,-0.62624511373779,-0.2428297379799595,1.8659548286881085,-0.05112205010104423,-1.0096604894956205,-0.62624511373779,1.0991240771724473,1.0991240771724473,-0.4345374258588747,-1.7764912410112816
NOUNИanimИmascИSgtmИNamesingИnomn,-0.4828696780494996,-0.4828696780494996,-0.4828696780494996,-0.4828696780494996,-0.4828696780494996,1.9543635310629037,1.8513818461708302,-0.4828696780494996,-0.4828696780494996,1.9886907593602614,-0.4828696780494996,-0.4828696780494996,-0.4828696780494996,-0.4828696780494996,-0.4828696780494996
NPROИFIRSTpersingИablt,-1.2649110640673518,-0.9486832980505138,1.5811388300841895,-0.6324555320336759,0.0,1.2649110640673518,1.8973665961010275,0.31622776601683794,-0.9486832980505138,0.0,0.0,-1.2649110640673518,0.6324555320336759,0.0,-0.6324555320336759
NUMRmascИnomn,0.22780891388462818,1.082092340951984,-0.6264745131827276,-1.0536162267164055,-0.8400453699495666,1.2956631977188229,1.2956631977188229,1.509234054485662,-0.41290365641588866,-0.19933279964904974,0.014238057117789213,0.4413797706514671,0.22780891388462818,-1.2671870834832446,-1.6943287970169223
NOUNИanimИfemnplurИnomn,-0.3718570889317586,-0.564196962517151,-0.2756871521390625,-0.6603668993098472,-0.7565368361025434,1.3592017733367727,2.032391330885646,-0.08334727855367008,-0.17951721534636628,2.128561267678342,0.012822658239026112,-0.8527067728952396,-0.3718570889317586,-0.8527067728952396,-0.564196962517151
NOUNИanimИmascИNamesingИdatv,-0.700581495989564,0.4935915085381018,0.13533960717980206,-0.5811641955367973,-0.8199987964423305,1.2100953112547013,1.6877645130657675,-0.4617468950840308,2.0460164144240673,0.4935915085381018,-0.8199987964423305,-0.22291229417849764,-1.1782506978006302,-1.0588333973478636,-0.22291229417849764
ADJFИAproИAnphfemnИsingИgent,-1.6470396537388103,1.1393056251426357,-0.16098883833537253,-0.34674519026080225,0.21052386551548694,-0.16098883833537253,1.6965746809189248,0.02476751359005721,0.5820365693663464,-0.7182578941116617,-1.0897705979625212,-0.34674519026080225,1.8823310328443545,0.02476751359005721,-1.0897705979625212
NOUNИanimИfemnИNamesingИgent,1.47000942225734,-0.3720171265172139,0.22393263926278892,-0.20948537221357677,-0.42619437795175963,-0.7512578865590338,-0.6429033836899425,-0.5887261322553967,1.144945913650066,-0.7512578865590338,2.7160862052518917,-0.4803716293863053,-0.5345488808208511,-0.3178398750826682,-0.4803716293863053
ADVBИQuesИPrdx,0.27824333745610075,0.04637388957601666,-1.3448427977044881,0.741982233216269,0.27824333745610075,0.04637388957601666,-0.18549555830406744,0.741982233216269,-0.41736500618415157,1.9013294726166896,-0.6492344540642356,-0.41736500618415157,1.6694600247366054,-1.5767122455845721,-1.1129733498244039
NOUNИanimИfemnsingИdatv,-0.6004816288585219,-1.2438548026355094,0.9007224432877824,0.04289154491846568,-0.1715661796738635,1.3296378924724408,0.9007224432877824,-1.0293970780431803,2.1874687908417574,0.47180699410312404,-0.6004816288585219,-1.2438548026355094,-0.8149393534508511,-0.1715661796738635,0.04289154491846568
NPROИSCNDperplurИablt,-1.668295415841397,2.0076097377074436,-0.9613905786204662,0.735181030709768,-0.11310477395534904,-0.2544857413995352,-0.11310477395534904,0.735181030709768,-1.2441525135088385,-0.11310477395534904,-1.3855334809530246,0.45241909582139567,0.735181030709768,0.3110381283772095,0.8765619981539542
ADJFИAproИAnphinanИmascИsingИaccs,-0.9970972362566874,0.07122123116119203,-0.8190441583537075,0.07122123116119203,0.7834335427731116,0.7834335427731116,0.42732738696715183,-1.1751503141596673,-0.6409910804507276,1.6736989322880111,-1.3532033920626472,1.851752010190991,0.24927430906417195,0.07122123116119203,-0.9970972362566874
ADJFИAproИSubxИAnphfemnИsingИaccs,-0.18878668831083695,0.5191633928548017,0.5191633928548017,1.2271134740204404,-0.8967367694764756,1.935063555186079,0.1651883522719824,0.8731384334376211,-0.8967367694764756,-1.6046868506421144,-0.18878668831083695,-0.8967367694764756,0.8731384334376211,-0.18878668831083695,-1.2507118100592949
NOUNИinanИneutplurИloct,-1.6939787815493916,2.107469665234676,-0.09336890921925782,-1.0937500794255914,-0.8936738453843247,-0.29344514326052457,1.7073171971521426,-0.29344514326052457,-0.49352137730179124,0.9070122609870758,0.10670732482200888,0.5068597929045423,0.10670732482200888,-0.09336890921925782,-0.49352137730179124
NOUNИinanИfemnИSgtmИGeoxsingИgent,-1.1633471983210293,1.2664285956406138,-0.9424584897790618,-0.2797923641531591,0.3828737614727436,-0.2797923641531591,-0.058903655611191534,2.3708721383504514,-0.5006810726951266,-0.9424584897790618,-0.7215697812370943,0.16198505293077603,1.4873173041825813,-0.2797923641531591,-0.5006810726951266
VERBИperfИintrsingИSCNDperИfutrИindc,0.8488526859246259,-1.2464166021171719,-0.11819467778697308,0.6876781253060261,0.5265035646874263,2.138249170873425,0.6876781253060261,-0.7628929202613725,0.6876781253060261,-1.4075911627357718,0.8488526859246259,-0.9240674808799723,-0.7628929202613725,-0.6017183596427725,-0.6017183596427725
NOUNИanimИfemnplurИgent,-0.3915605241586511,-0.978901310396628,0.3426154586388199,-0.3915605241586511,-0.6852309172776395,1.6641322276742678,1.9578026207932562,-0.5383957207181453,0.04894506551983149,1.8109674242337621,-0.09789013103966272,-0.8320661138371338,-0.5383957207181453,-0.5383957207181453,-0.8320661138371338
VERBИperfИintrplurИSCNDperИfutrИindc,-0.8504364688205697,0.6285834769543343,-1.2201914552642956,1.368093449841786,0.8134609701761972,-0.6655589755987067,-1.2201914552642956,1.1832159566199232,-1.2201914552642956,0.4437059837324712,-1.4050689484861587,0.8134609701761972,0.4437059837324712,0.9983384633980602,-0.11092649593311772
PRTSИperfИpastИpssvneutИsing,-0.8218631872139645,1.8371059478900378,-0.09668978673105472,-0.8218631872139645,-1.3053121208692375,-0.09668978673105472,1.1119325474071282,1.3536570142347648,-0.8218631872139645,0.14503468009658185,0.3867591469242184,1.1119325474071282,0.14503468009658185,-0.8218631872139645,-1.3053121208692375
NOUNИinanИfemnИSgtmsingИaccs,-1.5974137466688048,0.33494159204345886,-0.051529475698993854,-0.631236077312673,2.2672969307557223,0.33494159204345886,-0.631236077312673,0.5281771259146852,1.3011192613995906,-0.8244716111838993,-1.0177071450551256,0.1417060581722325,-0.2447650095702202,-0.8244716111838993,0.9146481936571379
NOUNИinanИfemnИFixdИGeoxsingИnomn,-0.6035634186921449,1.5354388068926543,-0.6035634186921449,-0.5538191808878472,-0.6035634186921449,-0.5040749430835495,-0.6035634186921449,2.032881184935631,-0.6035634186921449,-0.5538191808878472,-0.5538191808878472,1.3862060934797613,1.3862060934797613,-0.5538191808878472,-0.6035634186921449
ADJSplur,-1.1037690025222495,1.8072701250089582,-1.1037690025222495,-0.7398891115808486,-0.012129329698046656,-0.7398891115808486,-0.7398891115808486,-0.012129329698046656,0.3517505612433543,-0.5579491661101481,-0.7398891115808486,1.2614502885968568,0.3517505612433543,-0.012129329698046656,1.9892100704796587
NOUNИinanИfemnИSgtmИGeoxsingИaccs,-1.1055341616736492,1.1241145677521978,0.009290203039274329,-0.1300628425498411,-0.408768933728072,-0.8268280704954183,-0.6874750249063029,1.9602328412868903,-0.408768933728072,-0.8268280704954183,-1.38424025285188,1.4028206589304286,1.2634676133413132,0.009290203039274329,0.009290203039274329
PRTSИperfИpastИpssvfemnИsing,0.9052341468511509,1.194138661803646,0.3274251169461609,0.3274251169461609,-0.25038391295882917,-1.6949064877213043,-0.5392884279113241,0.3274251169461609,2.349756721613626,-0.8281929428638192,-0.5392884279113241,-0.5392884279113241,-0.25038391295882917,-1.1170974578163142,0.3274251169461609
NOUNИanimИmascplurИdatv,-1.6870779492287609,1.5837874625412856,1.2394858402497015,-1.1706255157913852,-0.8263238934998013,-0.9984747046455932,1.5837874625412856,0.7230334068123259,0.20658097337495018,0.20658097337495018,-0.30987146006242555,0.03443016222915826,0.3787317845207421,-0.13772064891663366,-0.8263238934998013
NOUNИinanИfemnsingИabltИVoy,-0.15149527937243187,0.6059811174897268,0.0378738198431078,0.0378738198431078,0.41661201827418715,-0.5302334778035113,-0.7196025770190508,2.120933911214044,-0.5302334778035113,0.9847193159208062,-0.7196025770190508,-0.34086437858797153,1.5528266135674251,-1.4770789738812096,-1.2877098746656699
ADJSfemnИsing,1.0869191204411448,-0.45765015597521874,0.05720626949690246,0.05720626949690246,0.22882507798760954,-1.6589818154101683,-0.9725065814473399,-1.3157441984287541,0.7436815034597307,-1.4873630069194612,1.258537928931852,0.4004438864783166,0.7436815034597307,-0.11441253899380462,1.430156737422559
ADJFneutИsingИnomn,-1.002560823655206,1.1457837984630928,-0.787726361443376,-0.14322297480788646,-0.3580574370197163,1.5754527228867523,0.2864459496157733,-0.14322297480788646,2.219956109522242,-0.3580574370197163,-1.002560823655206,0.716114874039433,-0.3580574370197163,-0.787726361443376,-1.002560823655206
NOUNИanimИfemnИMsfsingИnomn,-0.40919660368228417,-0.7501937734175209,-1.6026866977556127,0.27279773578818933,0.10229915092057096,1.125290660126281,0.4432963206558077,0.4432963206558077,-0.9206923582851393,1.2957892449938995,1.2957892449938995,-1.0911909431527576,-0.7501937734175209,1.4662878298615178,-0.9206923582851393
NOUNИanimИmascplurИablt,-1.4572092111586794,-0.03784958990022555,0.6718302207290013,-0.3217215141519163,-0.4636574762777617,1.239574069232383,1.3815100313582283,-0.8894653626552979,1.665381955609919,0.9557021449806921,-0.17978555202607094,-1.031401324781143,-1.1733372869069887,-0.7475294005294525,0.38795829647731056
NPROИSCNDpersingИablt,-0.20031821818055343,-0.868045612115732,0.8012728727222143,-0.20031821818055343,-0.7011137636319372,0.13354547878703582,-0.20031821818055343,-0.7011137636319372,2.80445505452775,-0.5341819151481426,0.13354547878703582,-0.36725006666434806,1.3020684181735982,-0.20031821818055343,-1.201909309083321
NOUNИinanИneutsingИdatvИVbe,-0.6661570731365286,-1.0913637155641,1.6724794602151147,1.459876139001329,0.18425621171861442,-0.028347109495171333,-0.6661570731365286,0.8220661753599717,0.18425621171861442,-0.8787603943503144,-1.5165703579916716,0.18425621171861442,1.0346694965737575,-1.303967036777886,0.609462854146186
ADJFИAproИAnphfemnИsingИaccs,-1.5468307843601046,0.6216235862381729,-1.5468307843601046,0.18793271211851748,-1.113139910240449,-0.245758162001138,-0.6794490361207935,1.2721598974176562,1.7058507715373117,0.8384690232980008,-0.6794490361207935,0.18793271211851748,-0.46260359906096576,0.6216235862381729,0.8384690232980008
ADJFИAproneutИsingИaccs,0.5728219618694801,0.9547032697824668,-0.9547032697824668,0.19094065395649334,0.3818813079129867,0.19094065395649334,-0.7637626158259734,0.19094065395649334,0.5728219618694801,-0.9547032697824668,-0.5728219618694801,0.19094065395649334,2.4822285014344136,-1.5275252316519468,-0.9547032697824668
ADJFИQualneutИsingИgent,-1.4739110533215523,2.702170264422846,0.0,-0.982607368881035,-0.7369555266607761,-0.7369555266607761,0.0,0.4913036844405175,0.982607368881035,0.4913036844405175,-0.4913036844405175,0.24565184222025874,0.4913036844405175,-0.4913036844405175,-0.4913036844405175
ADJFИAproИSubxИAnphfemnИsingИgent,0.022140372138502305,1.3505627004486453,-0.9741763740941051,-1.3062819561716408,0.022140372138502305,2.346879446681253,0.022140372138502305,-1.3062819561716408,-0.3099652099390335,-0.3099652099390335,0.6863515362935738,1.0184571183711097,-0.6420707920165692,-0.3099652099390335,-0.3099652099390335
NOUNИinanИfemnsingИlocSCND,-0.6681222254622121,1.66253670056876,-1.1342540106684065,-0.2019904402560177,0.2641413449501767,-1.6003857958746008,-0.9011881180653093,0.49720723755327395,-0.2019904402560177,-0.6681222254622121,1.8956025931718572,1.1964049153625655,0.2641413449501767,0.031075452347079518,-0.4350563328591149
VERBИperfИtranneutИsingИpastИindc,-1.622701642866506,0.8359372099615335,-1.376837757583702,-0.3933822164524862,0.5900733246787296,-0.1475183311696823,0.09834555411312167,1.3276649805271414,-0.8851099870180942,-1.376837757583702,1.5735288658099453,0.09834555411312167,0.34420943939592563,-0.1475183311696823,1.0818010952443375
NOUNИinanИGNdrИPltmplurИnomn,-1.478752318787738,-0.15449651091812192,-1.147688366820334,0.8386953449840902,1.169759296951494,-1.147688366820334,-1.147688366820334,1.169759296951494,0.5076313930166861,-0.15449651091812192,-0.8166244148529299,0.8386953449840902,-0.4855604628855259,1.5008232489188982,0.5076313930166861
NOUNИinanИmascsingИlocSCND,0.9077552576785975,0.9077552576785975,-0.42066707063154557,0.24354409352352596,-0.42066707063154557,-0.7527726527090813,-1.084878234786617,1.904072003911205,-0.08856148855400982,0.24354409352352596,-0.08856148855400982,1.571966421833669,-0.08856148855400982,-1.4169838168641529,-1.4169838168641529
ADJFИSuprИQualmascИsingИnomn,-1.7106644991990716,-0.46905316913522943,-0.6759883908125365,-1.2967940558444575,-0.05518272578061538,-1.0898588341671505,0.15175249589669165,0.9794933826059197,0.7725581609286127,-0.05518272578061538,-0.46905316913522943,0.35868771757399864,1.1864286042832268,2.014169490992455,0.35868771757399864
ADJFИAproИSubxИAnphmascИsingИdatv,-1.0775367587691898,-0.027987967760238597,-0.8676270005673995,-0.6577172423656092,0.39183154864334185,2.0711096142576637,-0.027987967760238597,0.18192179044155163,0.601741306845132,1.2314705814505027,-1.28744651697098,1.2314705814505027,0.18192179044155163,-0.6577172423656092,-1.28744651697098
NOUNИinanИneutplurИablt,-1.4294708079656624,0.20199044025601764,-0.49720723755327384,-1.1964049153625653,-0.9633390227594681,1.3673199032715035,1.6003857958746006,0.9011881180653091,-0.03107545234707951,0.9011881180653091,-0.9633390227594681,0.9011881180653091,0.20199044025601764,-1.1964049153625653,0.20199044025601764
ADJFИApromascИsingИloct,-0.6770802658065461,0.3057781845577951,-0.6770802658065461,0.6333976680125755,-0.5132705240791559,1.124826893194746,-0.021841298896985283,2.9267340521960383,-0.5132705240791559,0.1419684428304049,-0.6770802658065461,-0.8408900075339363,-0.18565104062437549,-1.0046997492613265,-0.021841298896985283
NPROИneutsingИnomn,-0.4394353744020411,1.9774591848091851,-0.21971768720102056,1.538023810407144,-0.8788707488040822,-0.21971768720102056,-0.6591530616030616,0.4394353744020411,-0.21971768720102056,0.0,-0.6591530616030616,0.8788707488040822,1.0985884360051028,-1.538023810407144,-1.0985884360051028
ADJFИQualplurИdatv,-0.6145758341851114,0.6425110993753436,-1.8716627677455664,-1.0336048120385963,1.2710545661555712,0.8520255883020861,1.690083544009056,-0.19554685633162638,-0.19554685633162638,-0.6145758341851114,-0.8240903231118539,0.6425110993753436,0.6425110993753436,-1.0336048120385963,0.6425110993753436
NOUNИinanИmascplurИdatv,0.4755581405450332,-0.19319549459641988,-0.19319549459641988,-1.0848670081183573,-1.3077848864988417,-1.3077848864988417,2.258901167588908,0.2526402621645488,0.029722383784064478,1.3672296540669706,0.029722383784064478,0.2526402621645488,0.921393897306002,-0.6390312513573886,-0.861949129737873
ADJFmascИsingИgent,-0.36662341096161966,0.47943061433442613,-0.5781369172856311,-1.2126774362576653,-0.36662341096161966,1.3254846396304718,1.5369981459544833,0.05640360168640323,2.171538664926518,-0.5781369172856311,-0.5781369172856311,-0.1551099046376082,0.2679171080104147,-0.7896504236096425,-1.2126774362576653
PRTSИperfИpastИpssvplur,-1.067933578465112,1.2204955182458428,-0.8390906687940166,-0.3814048494518257,-0.8390906687940166,-1.2967764881362076,-0.8390906687940166,0.0762809698903653,0.9916526085747472,-0.8390906687940166,0.0762809698903653,2.1358671569302246,0.9916526085747472,0.30512387956146075,0.30512387956146075
NOUNИinanИneutplurИnomn,-1.04046987733065,-0.1734116462217749,1.560704815995975,-0.46243105659139994,-1.329489287700275,0.9826659952567252,-0.7514504669610249,0.6936465848871002,1.560704815995975,-0.7514504669610249,0.40462717451747515,-0.1734116462217749,1.2716854056263502,-0.7514504669610249,-1.04046987733065
NOUNИinanИfemnИSgtmsingИgent,0.44260000821710177,0.44260000821710177,-1.6698091219099747,-0.7644909232840847,-0.16094545753349151,1.046145473967695,0.44260000821710177,2.5550091383441784,-0.46271819040878814,0.44260000821710177,-0.16094545753349151,0.14082727534180514,-0.7644909232840847,-1.0662636561593815,-0.46271819040878814
ADJFИQualinanИmascИsingИaccs,-0.5428967140306369,0.8143450710459552,-1.673931534927797,1.0405520352253872,1.9453798919431153,-1.447724570748365,-0.995310642389501,1.2667589994048192,-0.5428967140306369,-0.3166897498512049,-0.3166897498512049,0.13572417850765914,0.36193114268709115,0.13572417850765914,0.13572417850765914
NOUNИinanИfemnИSgtmИGeoxsingИdatv,0.16751824020619874,-1.2284670948454584,-2.0660582958764526,-0.6700729608247955,-0.3908758938144641,0.7259123742268615,1.842700642268187,-0.3908758938144641,-0.11167882680413266,-0.3908758938144641,0.16751824020619874,0.44671530721653013,1.5635035752578559,-0.3908758938144641,0.7259123742268615
NOUNИinanИmascИGeoxsingИgent,-0.6975451668498129,-0.6975451668498129,-0.22728999818701773,-0.5799813746841141,-0.46241758251841536,2.0064220529612595,1.7712944686298622,-0.5799813746841141,0.1254013783100787,1.7712944686298622,-0.6975451668498129,-0.8151089590155118,-0.6975451668498129,0.1254013783100787,-0.3448537903527165
NPROИneutsingИdatv,-0.5842235997087225,-0.5842235997087225,-0.9825578722373969,0.2124449453486263,-0.5842235997087225,-0.38505646344438527,0.4116120816129635,1.8057820354633238,-0.5842235997087225,-0.38505646344438527,-1.3808921447660714,2.004949171727661,1.2082806266703123,0.4116120816129635,-0.5842235997087225
PRTFИperfИtranИpastИpssvmascИsingИnomn,-0.4161046337492393,-1.136285730622923,-1.136285730622923,-1.136285730622923,0.5441368287490057,-0.4161046337492393,1.2643179256226895,1.5043782912472508,0.7841971943735669,-0.4161046337492393,-0.17604426812467805,0.5441368287490057,-0.4161046337492393,1.744438656871812,-1.136285730622923
ADJFfemnИsingИaccs,-0.776912359517634,0.19422808987940837,-1.1006258426499815,-0.4531988763852866,0.8416550561441033,0.5179415730117558,1.1653685392764508,-0.776912359517634,2.4602224718058405,0.19422808987940837,-1.1006258426499815,-0.12948539325293912,-0.4531988763852866,0.5179415730117558,-1.1006258426499815
NOUNИinanИneutplurИdatv,-0.9963923845220403,1.494588576783061,-0.6850197643589027,0.8718433364567857,-1.3077650046851779,-0.6850197643589027,-0.06227452403262731,0.560470716293648,-0.06227452403262731,-0.06227452403262731,-1.3077650046851779,0.8718433364567857,0.560470716293648,1.8059611969461986,-0.9963923845220403
VERBИimpfИintrИImpesingИpresИindc,1.0455750052643122,-0.8215232184219592,0.6721553605270579,0.2987357157898037,0.6721553605270579,-0.8215232184219592,0.6721553605270579,0.6721553605270579,1.4189946500015664,0.2987357157898037,-1.941782152633722,-0.4481035736847049,-0.8215232184219592,0.6721553605270579,-1.5683625078964678
NOUNИinanИfemnИSgtmsingИnomn,1.3566157926079954,-0.748477678680273,0.30406905696386116,0.30406905696386116,-1.099326590561651,-1.099326590561651,1.0057668807266171,1.0057668807266171,0.30406905696386116,0.30406905696386116,1.7074647044893734,-1.099326590561651,-1.4501755024430292,-0.748477678680273,-0.046779854917516905
COMPИQualCmpSCND,-0.5632698928974263,0.8934625887338484,-0.27192339657117137,1.7675020777126134,-1.4373093818761913,1.7675020777126134,0.3107695960813386,0.3107695960813386,0.019423099755083596,-0.5632698928974263,-0.5632698928974263,0.6021160924075936,-0.5632698928974263,0.019423099755083596,-1.7286558782024462
ADJFИQualfemnИsingИablt,0.6480107906266686,1.559275964945421,0.0405006744141669,-0.2632543836920839,-0.8707644999045856,-0.5670094417983348,0.34425573252041775,0.34425573252041775,-1.7820296742233381,-1.1745195580108365,0.9517658487329195,-1.1745195580108365,1.559275964945421,-0.2632543836920839,0.6480107906266686
ADJFИAproИAnphplurИdatv,-1.0496566230045083,-0.28161519153779496,0.8704469556622753,0.10240552419556177,-1.4336773387378652,-0.6656359072711516,0.4864262399289185,-0.6656359072711516,2.4065298185957023,0.4864262399289185,0.10240552419556177,-0.28161519153779496,1.254467671395632,-0.28161519153779496,-1.0496566230045083
ADJFИApromascИsingИdatv,-1.3539454630197196,1.5894142391970625,0.11773438808867139,0.4120703583103496,-0.17660158213300683,0.7064063285320278,2.178086179640419,-0.47093755235468504,0.7064063285320278,-0.47093755235468504,-0.7652735225763633,-0.47093755235468504,0.11773438808867139,-0.7652735225763633,-1.3539454630197196
NPROИneutИTHIRDperИAnphsingИnomn,-0.3359261043846591,0.5038891565769889,-0.5458799196250711,-1.385695180586719,-0.965787550105895,-0.3359261043846591,0.08398152609616487,0.08398152609616487,-0.3359261043846591,0.29393534133657684,0.7138429718174008,2.3934734937406965,1.5536582327790487,-0.965787550105895,-0.755833734865483
NOUNИinanИGNdrИPltmplurИgent,0.6305970045596668,0.6305970045596668,-0.22930800165806062,0.20064450145080312,-1.5191655109846518,-0.22930800165806062,-1.5191655109846518,1.920454513886258,-1.089213007875788,0.20064450145080312,0.20064450145080312,1.0605495076685305,1.0605495076685305,-0.22930800165806062,-1.089213007875788
NOUNИanimИfemnИNamesingИablt,-0.26768838177568316,-1.0707535271027329,0.736143049883129,-0.26768838177568316,0.33461047721960413,-0.669220954439208,-0.26768838177568316,-0.06692209544392075,2.7438059132007533,-0.8699872407709704,0.9369093362148914,-0.669220954439208,-1.2715198134344954,0.1338441908878417,0.5353767635513665
NOUNИinanИneutИSgtmsingИgent,0.16998755493814643,-0.33997510987629265,-1.3599004395051708,-0.5949564422835122,0.424968887345366,1.444894216974244,0.16998755493814643,1.954856881788683,-0.8499377746907317,1.1899128845670246,0.6799502197525855,-0.5949564422835122,-1.3599004395051708,-0.0849937774690731,-0.8499377746907317
NOUNИanimИmascsingИloct,-0.08460179792817009,-0.08460179792817009,-1.3536287668507225,-0.08460179792817009,-0.592212585497191,0.6768143834253614,1.6920359585634033,0.1692035958563404,-1.0998233730662121,-0.08460179792817009,-0.8460179792817015,1.9458413523479139,1.1844251709943823,-0.3384071917126806,-1.0998233730662121
