,ROMEO_PASTERNAK_SHAKESPEARE,HAMLET_RADLOVA_SHAKESPEARE,CLEOPATRA_PASTERNAK_SHAKESPEARE,OTHELLO_PASTERNAK_SHAKESPEARE,OTHELLO_LEITIN_SHAKESPEARE,KINGLEAR_PASTERNAK_SHAKESPEARE,KINGLEAR_SCHEPKINAKUPERNIK_SHAKESPEARE,HAMLET_PASTERNAK_SHAKESPEARE,CLEOPATRA_DONSKOY_SHAKESPEARE,KINGLEAR_KUZMIN_SHAKESPEARE,ROMEO_RADLOVA_SHAKESPEARE,HAMLET_LOZINSKIY_SHAKESPEARE,HAMLET_ROSSOV_SHAKESPEARE,OTHELLO_LOZINSKIY_SHAKESPEARE,OTHELLO_RADLOVA_SHAKESPEARE
NPROИFIRSTpersingИaccs,-2.246711684651063,1.3370002049763998,-1.0061960305492488,0.027567014535596256,1.0613300596204411,-0.04135052180339341,-0.04135052180339341,-0.7994434215322797,0.6478248415865032,-0.04135052180339341,0.16540208721357558,-1.1440311032272281,-0.17918559448137272,0.9924125232814516,1.2680826686374103
ADVBИDmns,-1.1250664151258267,1.539564568066921,-2.1243030338231073,-0.34788237836127534,-0.2923692328780931,-0.8475006877099156,1.317511986134192,0.6513542403360051,0.42930165840327605,0.6513542403360051,0.040709640021000366,0.2072490764705471,0.9844331132350985,-0.01480350546218188,-1.0695532696426446
VERBИperfИtransingИTHIRDperИfutrИindc,-2.1583805951040747,1.1426720797609806,-1.1426720797609806,-0.6348178220894337,1.7774899018504144,0.38089069325366026,0.8887449509252072,-0.19044534662683013,-0.31740891104471686,-0.8252631687162638,-0.38089069325366026,0.7617813865073205,0.31740891104471686,-0.31740891104471686,0.6982996042983771
VERBИimpfИintrsingИFIRSTperИpresИindc,-1.543748450750405,1.0186209039787508,-0.3100150577326632,0.06959521704202655,0.35430292312304384,-0.9268817542415341,-0.6896253325073529,-0.8794304698946979,-0.21511248903899077,-0.6421740481605167,0.7813644822445698,0.06959521704202655,-0.5472714794668443,1.066072188325587,2.394708150037001
VERBИimpfИtranmascИsingИpastИindc,-2.375677991441323,0.46720197976397043,0.33497500435907307,0.5994289551688678,-0.19393289726051638,0.6655424428713165,1.4589042953007008,0.46720197976397043,0.8638829059786626,-0.1278194095580677,-1.9789970652266309,-0.32615987266541374,-0.1278194095580677,0.13663454125172703,0.13663454125172703
NPROИSCNDperplurИaccs,-1.3636220091270796,1.71648910798014,-1.812181880550461,0.04186558799951578,-0.13755836056983684,-0.16746235199806225,-0.047846386285160525,0.6698494079922499,-1.6327579319811085,0.7296573908487007,-0.4665022662803166,0.46052146799467186,0.9090813394180534,0.13157756228419207,0.9688893222745042
NOUNИinanИneutsingИaccs,-1.5406924596708627,1.8660179591232757,-1.3105093232658533,-0.3897767776458159,0.07058949516420278,0.8071755316602327,0.5769923952552234,1.2215051771892496,-1.2644726959848516,0.9452854135032384,-0.1135570139598047,0.4849191406932196,-0.2516668958028103,-0.9882529322988403,-0.1135570139598047
COMPИQual,-1.3466906556573754,0.5873863498080044,-0.4871008754505399,1.0171812399114222,-0.12893846703102513,1.518608611698743,1.232078684963131,0.44412138644019855,0.22922394138848967,-1.3466906556573754,-1.6332205823929873,-0.343835912082734,0.8739162765436163,-0.9885282472378606,0.3724889047562956
NOUNИinanИmascsingИablt,-1.6469853639962102,1.0897717528238398,-0.5374892355556494,-0.5374892355556494,-0.6114556441183534,0.20217485007139116,-0.46352282699294534,1.1637381613865438,1.0158053442611357,-0.9812876869318737,-1.0552540954945777,1.9773686555762884,0.5720068928849115,0.20217485007139116,-0.3895564184302413
NOUNИinanИmascsingИloct,-1.0699088152136087,0.8685495719009352,0.4177452958277854,-0.619104539140459,-0.39370240110388416,0.46282572343510037,-0.1232198354599943,2.0406406896911244,0.23742358539852548,-1.1149892428209238,-1.1149892428209238,0.6882278614716753,1.4996755584033448,-1.1600696704282387,-0.619104539140459
VERBИperfИintrsingИTHIRDperИfutrИindc,-1.3710663381258872,0.7820522795086285,-1.3710663381258872,0.18808852291979664,2.0442252622598964,-1.1483299294050753,-0.6286116423898472,-0.03464788580101534,1.1532796273766486,-0.3316297640954313,0.9305432186558366,0.8562977490822326,0.03959758377258866,-0.7028571119634512,-0.40587523366903533
ADJFИAprofemnИsingИnomn,-0.7625361028891896,0.7293823592853101,-1.8814749495200644,0.7293823592853101,0.10774966671260194,0.2320762052271436,1.4753415903725602,-0.5138830258601063,1.4753415903725602,-1.5084953339764395,-0.265229948831023,0.10774966671260194,-0.38955648734556464,1.102361974828935,-0.6382095643746479
VERBИimpfИtransingИimprИexcl,-0.20147650856900076,-0.8730648704656699,0.8730648704656699,-1.3431767237933383,-0.4029530171380015,0.20147650856900076,0.13431767237933384,1.4774943961726723,1.611812068552006,0.5372706895173354,1.2760178876036714,-0.7387471980863362,-0.13431767237933384,-1.5446532323623392,-0.8730648704656699
ADJFИAprofemnИsingИgent,-1.721632116033008,1.6240497288894362,-1.512527000725355,-0.8852116548023968,0.5262478735242593,-0.8329353759754837,-0.15334375122561222,1.1012869406203043,-0.46700142418709134,0.16031392173586692,-0.5192777030140046,1.4149446135817834,0.2125902005627801,0.5785241523511724,0.47397159469734607
VERBИimpfИintrplurИTHIRDperИpresИindc,-1.4672834698465402,2.2735630003067673,-1.5399212653834977,-0.6319488211715298,0.09442913419804445,-0.08716535464434912,0.6028937029567465,0.9297637828730548,-1.0677755943932743,0.4212992141143529,0.3123425208089167,0.9660826806415336,-0.5229921278660937,-0.15980315018130656,-0.12348425241282783
NPROИSCNDperplurИdatv,-1.5574182495017455,1.8841979714954156,-1.8702924514105783,-0.23639384144222916,0.0069527600424186065,0.42411836258752905,0.42411836258752905,0.5979373636479918,-1.5921820497138381,0.42411836258752905,-0.2711576416543217,0.38935456237543653,0.6327011638600842,0.11124416067869622,0.6327011638600842
PREPVpre,-0.9335660496658063,1.2487961443581557,-0.9335660496658063,0.09699387528995351,-0.6304601893847004,0.09699387528995351,0.3394785635148382,2.3399772413701365,0.278857391458617,-0.14549081293493113,-1.1760507378906908,0.8244479399646074,0.6425844237959439,-1.1154295658344697,-0.9335660496658063
NOUNИinanИneutsingИgentИVbe,-0.6275097717080945,0.2998445707176611,1.0880957617795532,0.3462122878389488,-0.7666129230719578,-0.2102003176165045,-0.34930346898036785,1.5981406501137188,0.021638267989934384,0.3462122878389488,-1.5548641141338502,-0.6275097717080945,2.1081855384478843,-1.0911869429209724,-0.5811420545868067
NPROИfemnИTHIRDperИAnphsingИnomn,0.33747109968409406,0.2918668970240813,-1.0762591827763002,0.7935131262842212,1.6143887741644503,-0.8482381694762366,-0.8482381694762366,-0.939446574796262,0.10945008638403046,-0.9850507774562748,0.06384588372401774,-0.7570297641562111,-0.8482381694762366,1.4319719635243993,1.6599929768244628
NOUNИanimИfemnИNamesingИnomn,-0.4791073792507938,-0.41178549926239183,-0.5464292592391957,-0.1593284493058846,2.752342860192499,-1.05134335915221,-0.041515159326181224,0.008976250665120226,0.10995907064772313,-1.0008519491609087,1.7930060703577715,-0.5127683192449948,-0.007854219331980257,-0.22665032929428655,-0.22665032929428655
NPROИFIRSTperplurИnomn,-0.8641740286219151,1.9469944982204594,0.033838139674954526,-1.0984380725254463,-0.7470420066701495,-0.2785139188630871,0.07288214699220973,-0.044249874959555874,1.6736864469996728,-0.08329388227681107,-0.5127779627666182,1.0099383226063345,1.0489823299235896,-1.2936581091117223,-0.8641740286219151
