,KHOLODKOVSKIY_FAUST_GOETHE,KHOLODKOVSKIY_FAUST2_GOETHE,PASTERNAK_FAUST_GOETHE,PASTERNAK_FAUST2_GOETHE
свой,0.2984257024819822,-0.24416648384889453,-1.2208324192444726,1.166573200611385
она,1.499400359760168,-0.4798081151232538,-0.5397841295136605,-0.4798081151232538
Из,-0.6142857142857143,-0.7285714285714285,-0.1,1.4428571428571428
кто,0.8007776657980914,-1.3773375851727172,-0.09609331989577097,0.6726532392703968
За,-0.1212678125181665,-1.0914103126634984,-0.1212678125181665,1.3339459376998315
Нет,1.0914103126634984,-1.2646500448323077,0.3984513839882613,-0.22521165181945205
ней,1.2749838126351467,-1.1407749902524995,0.11184068531887251,-0.2460495077015195
тут,0.48311746980062314,-1.3205210841217032,-0.1610391566002077,0.9984427709212877
ль,1.20903169870368,0.27574407163417264,-1.1666095338368843,-0.3181662365009684
а,-0.05888015039841447,-0.6869350879815022,-0.6869350879815022,1.4327503263614187
Пусть,0.8098292881139644,-0.7575822372679021,-0.9665704406521509,0.9143233898060887
Здесь,-0.02779207779302499,0.08337623337907497,-1.2506435006861247,1.1950593451000746
свет,0.9258200997725514,-1.3887301496588271,0.4629100498862757,0.0
им,-0.478595032213725,-0.12408019353689168,-0.8331098708905584,1.4357850966411752
быть,1.1109616455711193,-0.9749255257052679,-0.7028532859735652,0.5668171661077139
У,-0.3847628027182826,-0.8744609152688241,-0.1748921830537648,1.4341159010408715
теперь,1.2319756289069985,0.3296836190032813,-1.0584579346947454,-0.5032013132155346
ним,0.7878385971583353,-1.444370761456948,0.13130643285972254,0.5252257314388902
мной,1.4613240504061946,-0.6017216678143154,-0.6876819060735033,-0.17192047651837583
Ну,1.3959525668842536,-0.9752545330287251,-0.2868395685378603,-0.13385846531766815
То,0.9522680557059016,-1.1548782803241786,-0.5065255615456923,0.7091357861639692
еще,0.6203360008307607,-1.2406720016615214,-0.3544777147604347,0.9748137155911955
надо,1.0190493307301363,-1.3587324409735149,0.0,0.3396831102433787
них,-0.276172385369497,-0.7364596943186588,-0.4602873089491617,1.4729193886373175
уж,1.3696300686034515,0.11909826683508273,-0.7741387344280378,-0.7145896010104964
Маргарита,1.4938934928716245,-0.5617039533197308,-0.3704855862321629,-0.5617039533197308
твой,0.21842601416525947,-1.0921300708262973,-0.39316682549746707,1.2668708821585049
есть,-1.3754239509242667,0.7406128966515283,-0.10580184237878976,0.7406128966515283
но,0.2513123449750173,0.12565617248750865,-1.3822178973625951,1.0052493799000692
Она,0.6667107103139691,-1.448371543095864,0.6667107103139691,0.11495012246792571
всем,-0.09609331989577097,-0.7367154525342441,-0.6085910260065495,1.4413997984365645
раз,1.4177446878757824,-0.6136506857969805,-0.782933633603044,-0.021160368475757946
где,0.2906591794880899,-0.7058865787567897,-0.8719775384642696,1.2872049377329695
тот,-0.8402535680566443,-0.8402535680566443,0.5436934852131228,1.1368136509001658
жизни,-0.3807729859453999,-1.2269351769351773,0.6346216432423331,0.9730865196382441
было,0.1786474002526241,0.8932370012631206,-1.4291792020209928,0.3572948005052482
По,-0.7703288865196433,-0.8987170342729172,0.5135525910130955,1.155493329779465
дух,1.2982269672237463,-0.9087588770566224,0.25964539344474924,-0.6491134836118732
может,1.390758974918296,-0.7284927963857741,-0.7284927963857741,0.06622661785325219
чтоб,1.1257181615796847,-0.4824506406770077,-1.1257181615796847,0.4824506406770077
весь,1.179535649239177,-1.03209369308428,-0.5897678246195885,0.4423258684646914
себя,-0.22929262372814643,-0.6223656929763974,-0.6223656929763974,1.4740240096809414
